facility_id,obligor_id,obligor_name,group_id,group_name,country,region,sector,product_type,internal_rating,rating_band,currency,limit_amount,outstanding_amount,undrawn_amount,collateral_value,origination_date,maturity_date,interest_rate,is_defaulted
152,52,Obligor_0052,48,Group_048,MX,APAC,Utilities,Guarantee,4,Investment_Grade,USD,1050000.0,987528.0,62472.0,290233.0,2023-05-09,2028-09-11,0.0423,0
153,83,Obligor_0083,21,Group_021,CN,EMEA,Energy,Revolver,8,Watchlist,USD,470000.0,301019.0,168981.0,256161.0,2021-02-11,2027-02-07,0.0554,0
154,111,Obligor_0111,35,Group_035,JP,EMEA,Energy,Derivatives,4,Investment_Grade,USD,510000.0,472449.0,37551.0,268777.0,2021-09-11,2027-09-09,0.0408,0
155,144,Obligor_0144,43,Group_043,FR,EMEA,Manufacturing,Guarantee,4,Investment_Grade,USD,290000.0,131484.0,158516.0,172577.0,2016-08-27,2020-11-03,0.0402,0
156,117,Obligor_0117,46,Group_046,KZ,LATAM,Manufacturing,Guarantee,2,Investment_Grade,USD,350000.0,337264.0,12736.0,185895.0,2022-10-06,2024-08-14,0.0362,0
157,69,Obligor_0069,36,Group_036,US,North America,Transport,Revolver,3,Investment_Grade,USD,680000.0,513421.0,166579.0,233913.0,2021-01-14,2022-07-16,0.039,0
158,99,Obligor_0099,8,Group_008,UK,North America,Transport,Guarantee,7,Sub_IG,EUR,1030000.0,731926.0,298074.0,52104.0,2019-12-16,2025-07-29,0.0529,0
159,140,Obligor_0140,2,Group_002,JP,LATAM,TMT,Revolver,4,Investment_Grade,USD,400000.0,258722.0,141278.0,260908.0,2025-04-22,2028-04-03,0.0431,0
160,25,Obligor_0025,70,Group_070,US,EMEA,TMT,Guarantee,4,Investment_Grade,USD,320000.0,176094.0,143906.0,240722.0,2024-05-23,2031-05-07,0.0415,0
161,180,Obligor_0180,15,Group_015,DE,LATAM,Transport,Term_Loan,1,Investment_Grade,EUR,440000.0,369647.0,70353.0,72834.0,2019-01-03,2023-08-05,0.0305,0
162,123,Obligor_0123,60,Group_060,IT,North America,TMT,Revolver,1,Investment_Grade,EUR,670000.0,420808.0,249192.0,391259.0,2022-03-21,2023-12-16,0.0305,0
163,53,Obligor_0053,12,Group_012,MX,APAC,Utilities,Guarantee,9,Watchlist,USD,160000.0,33054.0,126946.0,17185.0,2021-11-18,2027-10-17,0.0628,0
164,151,Obligor_0151,24,Group_024,IT,LATAM,Manufacturing,Derivatives,3,Investment_Grade,USD,90000.0,33891.0,56109.0,40577.0,2025-03-23,2028-06-10,0.0386,0
165,144,Obligor_0144,43,Group_043,FR,EMEA,Manufacturing,Guarantee,4,Investment_Grade,USD,300000.0,168849.0,131151.0,150707.0,2021-10-29,2023-05-14,0.0428,0
166,57,Obligor_0057,9,Group_009,DE,APAC,Utilities,Derivatives,1,Investment_Grade,EUR,190000.0,125780.0,64220.0,55755.0,2019-11-09,2023-10-23,0.0325,0
167,39,Obligor_0039,39,Group_039,KZ,North America,Transport,Derivatives,5,Sub_IG,GBP,310000.0,182492.0,127508.0,131368.0,2022-10-19,2027-02-26,0.0473,0
168,109,Obligor_0109,19,Group_019,UK,LATAM,TMT,Term_Loan,8,Watchlist,EUR,400000.0,337518.0,62482.0,244820.0,2025-06-11,2030-12-11,0.0573,0
169,181,Obligor_0181,54,Group_054,JP,LATAM,Manufacturing,Revolver,4,Investment_Grade,USD,320000.0,67129.0,252871.0,119247.0,2024-09-29,2027-06-18,0.0418,0
170,42,Obligor_0042,57,Group_057,CN,LATAM,Manufacturing,Guarantee,2,Investment_Grade,EUR,1220000.0,767035.0,452965.0,282083.0,2019-04-03,2021-11-26,0.0365,0
171,186,Obligor_0186,5,Group_005,UK,APAC,Retail,Term_Loan,4,Investment_Grade,USD,560000.0,132386.0,427614.0,52671.0,2018-01-01,2022-03-07,0.0422,0
172,167,Obligor_0167,63,Group_063,ES,North America,Retail,Guarantee,6,Sub_IG,USD,550000.0,413568.0,136432.0,166270.0,2017-07-17,2022-07-01,0.0493,0
173,142,Obligor_0142,33,Group_033,CN,LATAM,Retail,Derivatives,3,Investment_Grade,USD,680000.0,395154.0,284846.0,72297.0,2020-05-05,2024-04-19,0.0367,0
174,122,Obligor_0122,53,Group_053,BR,APAC,Real_Estate,Revolver,7,Sub_IG,GBP,200000.0,136784.0,63216.0,61131.0,2025-04-30,2030-09-01,0.0545,0
175,133,Obligor_0133,46,Group_046,KZ,LATAM,Manufacturing,Guarantee,5,Sub_IG,USD,920000.0,393046.0,526954.0,260994.0,2020-05-27,2027-03-15,0.0443,0
176,163,Obligor_0163,76,Group_076,BR,EMEA,Manufacturing,Guarantee,7,Sub_IG,EUR,420000.0,359475.0,60525.0,252431.0,2020-08-26,2024-02-22,0.0566,0
177,75,Obligor_0075,35,Group_035,JP,EMEA,Energy,Derivatives,4,Investment_Grade,USD,710000.0,573925.0,136075.0,297042.0,2019-04-04,2021-11-17,0.0399,0
178,146,Obligor_0146,39,Group_039,KZ,North America,Transport,Guarantee,2,Investment_Grade,USD,210000.0,150509.0,59491.0,217731.0,2022-08-10,2027-06-05,0.037,0
179,76,Obligor_0076,80,Group_080,CN,LATAM,Real_Estate,Guarantee,3,Investment_Grade,USD,150000.0,86114.0,63886.0,0.0,2015-11-22,2018-07-13,0.0374,0
180,9,Obligor_0009,32,Group_032,BR,North America,Retail,Derivatives,2,Investment_Grade,USD,780000.0,558458.0,221542.0,373107.0,2017-09-21,2020-02-16,0.0318,0
181,74,Obligor_0074,54,Group_054,JP,LATAM,Manufacturing,Term_Loan,7,Sub_IG,EUR,580000.0,266000.0,314000.0,166524.0,2025-02-20,2031-04-30,0.0544,0
182,186,Obligor_0186,5,Group_005,UK,APAC,Retail,Derivatives,6,Sub_IG,USD,240000.0,185067.0,54933.0,38638.0,2016-09-04,2023-07-06,0.0481,0
183,145,Obligor_0145,48,Group_048,MX,APAC,Utilities,Term_Loan,5,Sub_IG,EUR,240000.0,223175.0,16825.0,94214.0,2022-02-06,2026-01-07,0.0461,0
184,7,Obligor_0007,53,Group_053,BR,APAC,Real_Estate,Revolver,3,Investment_Grade,EUR,970000.0,789698.0,180302.0,362630.0,2016-08-18,2022-12-27,0.0368,0
185,174,Obligor_0174,58,Group_058,CN,North America,Real_Estate,Term_Loan,2,Investment_Grade,GBP,190000.0,86275.0,103725.0,127196.0,2017-07-09,2020-09-25,0.0359,0
186,141,Obligor_0141,17,Group_017,DE,LATAM,Real_Estate,Term_Loan,6,Sub_IG,USD,1400000.0,941197.0,458803.0,591940.0,2025-05-07,2032-04-25,0.0503,0
187,168,Obligor_0168,51,Group_051,BR,APAC,Transport,Revolver,4,Investment_Grade,USD,240000.0,81929.0,158071.0,54432.0,2017-04-21,2021-04-13,0.0396,0
188,170,Obligor_0170,58,Group_058,CN,North America,Real_Estate,Term_Loan,2,Investment_Grade,USD,690000.0,492990.0,197010.0,333651.0,2018-05-10,2020-02-23,0.0328,0
189,137,Obligor_0137,23,Group_023,JP,EMEA,Retail,Derivatives,4,Investment_Grade,GBP,350000.0,241542.0,108458.0,119905.0,2015-12-10,2019-01-16,0.0434,0
190,178,Obligor_0178,42,Group_042,JP,APAC,Manufacturing,Term_Loan,1,Investment_Grade,GBP,670000.0,151445.0,518555.0,79482.0,2020-02-20,2022-06-04,0.0326,0
191,27,Obligor_0027,3,Group_003,FR,North America,Utilities,Revolver,3,Investment_Grade,USD,300000.0,110293.0,189707.0,101359.0,2024-11-03,2026-01-29,0.0379,0
192,122,Obligor_0122,53,Group_053,BR,APAC,Real_Estate,Derivatives,4,Investment_Grade,EUR,390000.0,211915.0,178085.0,178517.0,2017-05-08,2020-07-05,0.0399,0
193,194,Obligor_0194,13,Group_013,UK,APAC,TMT,Revolver,2,Investment_Grade,USD,460000.0,248321.0,211679.0,192312.0,2018-11-24,2024-06-14,0.0361,0
194,5,Obligor_0005,19,Group_019,UK,LATAM,TMT,Revolver,10,Watchlist,EUR,220000.0,78783.0,141217.0,106167.0,2024-01-03,2028-08-03,0.0674,0
195,29,Obligor_0029,59,Group_059,JP,APAC,Energy,Guarantee,2,Investment_Grade,USD,740000.0,501569.0,238431.0,198600.0,2016-03-20,2019-08-01,0.0366,0
196,165,Obligor_0165,66,Group_066,US,EMEA,Manufacturing,Guarantee,2,Investment_Grade,EUR,310000.0,201591.0,108409.0,148615.0,2019-11-24,2024-06-08,0.0346,0
197,166,Obligor_0166,32,Group_032,BR,North America,Retail,Revolver,2,Investment_Grade,USD,380000.0,213236.0,166764.0,163411.0,2015-08-10,2016-09-01,0.033,0
198,83,Obligor_0083,21,Group_021,CN,EMEA,Energy,Revolver,6,Sub_IG,EUR,220000.0,98745.0,121255.0,95053.0,2024-06-16,2030-08-15,0.051,0
199,136,Obligor_0136,47,Group_047,IT,LATAM,TMT,Revolver,3,Investment_Grade,EUR,70000.0,56682.0,13318.0,28566.0,2025-10-27,2027-09-02,0.0387,0
200,109,Obligor_0109,19,Group_019,UK,LATAM,TMT,Guarantee,4,Investment_Grade,EUR,390000.0,363122.0,26878.0,368169.0,2016-08-14,2021-09-06,0.0409,0
201,65,Obligor_0065,33,Group_033,CN,LATAM,Retail,Guarantee,1,Investment_Grade,USD,2390000.0,1202858.0,1187142.0,1619300.0,2017-10-27,2022-03-11,0.0304,0
202,86,Obligor_0086,8,Group_008,UK,North America,Transport,Term_Loan,1,Investment_Grade,USD,770000.0,367726.0,402274.0,364863.0,2018-07-19,2021-06-23,0.0296,0
203,145,Obligor_0145,48,Group_048,MX,APAC,Utilities,Term_Loan,3,Investment_Grade,USD,440000.0,307226.0,132774.0,87977.0,2025-06-07,2030-02-25,0.0395,0
204,71,Obligor_0071,25,Group_025,DE,LATAM,Utilities,Revolver,6,Sub_IG,USD,370000.0,195506.0,174494.0,120959.0,2017-10-14,2019-12-09,0.051,0
205,45,Obligor_0045,31,Group_031,US,North America,TMT,Derivatives,7,Sub_IG,USD,450000.0,257454.0,192546.0,361776.0,2020-08-25,2026-07-03,0.0519,0
206,132,Obligor_0132,67,Group_067,FR,LATAM,Retail,Derivatives,1,Investment_Grade,GBP,650000.0,486155.0,163845.0,168523.0,2018-12-18,2022-07-21,0.0277,0
207,36,Obligor_0036,52,Group_052,CN,EMEA,Retail,Guarantee,4,Investment_Grade,USD,190000.0,41444.0,148556.0,68128.0,2020-08-07,2024-11-05,0.0418,0
208,70,Obligor_0070,38,Group_038,JP,North America,Manufacturing,Guarantee,8,Watchlist,USD,970000.0,837751.0,132249.0,334310.0,2016-06-07,2022-06-15,0.0581,0
209,159,Obligor_0159,65,Group_065,FR,APAC,TMT,Guarantee,3,Investment_Grade,USD,730000.0,448611.0,281389.0,359139.0,2022-10-21,2028-02-01,0.0395,0
210,19,Obligor_0019,69,Group_069,FR,LATAM,Energy,Revolver,6,Sub_IG,USD,730000.0,377922.0,352078.0,212312.0,2025-06-21,2028-10-16,0.051,0
211,189,Obligor_0189,47,Group_047,IT,LATAM,TMT,Derivatives,2,Investment_Grade,EUR,600000.0,349292.0,250708.0,266529.0,2020-08-30,2026-01-05,0.0369,0
212,108,Obligor_0108,48,Group_048,MX,APAC,Utilities,Term_Loan,8,Watchlist,USD,450000.0,266619.0,183381.0,133389.0,2025-04-19,2029-11-27,0.0571,1
213,182,Obligor_0182,60,Group_060,IT,North America,TMT,Revolver,6,Sub_IG,GBP,710000.0,180169.0,529831.0,517326.0,2025-12-24,2032-09-12,0.049,0
214,167,Obligor_0167,63,Group_063,ES,North America,Retail,Term_Loan,8,Watchlist,USD,670000.0,602322.0,67678.0,153048.0,2021-03-25,2027-07-24,0.0561,0
215,91,Obligor_0091,48,Group_048,MX,APAC,Utilities,Term_Loan,5,Sub_IG,GBP,350000.0,212893.0,137107.0,225544.0,2023-05-14,2027-12-12,0.0475,0
216,90,Obligor_0090,33,Group_033,CN,LATAM,Retail,Revolver,3,Investment_Grade,EUR,300000.0,206580.0,93420.0,76115.0,2019-12-14,2022-01-03,0.038,0
217,19,Obligor_0019,69,Group_069,FR,LATAM,Energy,Term_Loan,8,Watchlist,USD,480000.0,379349.0,100651.0,89550.0,2018-08-04,2025-02-28,0.0543,0
218,39,Obligor_0039,39,Group_039,KZ,North America,Transport,Derivatives,3,Investment_Grade,GBP,1310000.0,518455.0,791545.0,294490.0,2022-10-27,2026-12-31,0.0384,0
219,126,Obligor_0126,33,Group_033,CN,LATAM,Retail,Term_Loan,3,Investment_Grade,USD,190000.0,131992.0,58008.0,0.0,2023-10-11,2030-04-27,0.0385,0
220,195,Obligor_0195,30,Group_030,BR,LATAM,TMT,Derivatives,5,Sub_IG,EUR,160000.0,87435.0,72565.0,81544.0,2018-07-30,2021-07-14,0.0457,0
221,173,Obligor_0173,22,Group_022,BR,North America,Utilities,Derivatives,6,Sub_IG,USD,500000.0,384677.0,115323.0,54503.0,2021-09-17,2023-11-16,0.0506,0
222,141,Obligor_0141,17,Group_017,DE,LATAM,Real_Estate,Derivatives,8,Watchlist,EUR,460000.0,80295.0,379705.0,142839.0,2025-03-25,2030-03-03,0.0556,0
223,126,Obligor_0126,33,Group_033,CN,LATAM,Retail,Guarantee,2,Investment_Grade,EUR,500000.0,290091.0,209909.0,295203.0,2017-12-25,2024-08-28,0.0373,0
224,58,Obligor_0058,19,Group_019,UK,LATAM,TMT,Term_Loan,6,Sub_IG,EUR,520000.0,249307.0,270693.0,302816.0,2019-07-31,2021-08-18,0.0508,0
225,148,Obligor_0148,26,Group_026,IT,EMEA,Retail,Revolver,5,Sub_IG,EUR,380000.0,260852.0,119148.0,15992.0,2025-01-23,2026-03-19,0.0425,0
226,200,Obligor_0200,58,Group_058,CN,North America,Real_Estate,Revolver,1,Investment_Grade,USD,1260000.0,874451.0,385549.0,601821.0,2016-03-12,2017-06-25,0.03,0
227,61,Obligor_0061,3,Group_003,FR,North America,Utilities,Term_Loan,3,Investment_Grade,USD,140000.0,64186.0,75814.0,95917.0,2017-04-08,2020-02-06,0.0388,0
228,127,Obligor_0127,67,Group_067,FR,LATAM,Retail,Guarantee,3,Investment_Grade,USD,250000.0,114391.0,135609.0,60197.0,2023-03-01,2025-03-10,0.0358,0
229,105,Obligor_0105,64,Group_064,KZ,North America,Manufacturing,Guarantee,3,Investment_Grade,USD,410000.0,236925.0,173075.0,216641.0,2015-09-16,2018-09-27,0.0391,0
230,167,Obligor_0167,63,Group_063,ES,North America,Retail,Derivatives,10,Watchlist,EUR,140000.0,58894.0,81106.0,15985.0,2020-06-26,2024-02-17,0.0694,0
231,1,Obligor_0001,2,Group_002,JP,LATAM,TMT,Term_Loan,5,Sub_IG,USD,390000.0,299675.0,90325.0,193602.0,2020-06-12,2022-04-15,0.0447,0
232,131,Obligor_0131,58,Group_058,CN,North America,Real_Estate,Term_Loan,5,Sub_IG,GBP,1420000.0,747145.0,672855.0,614601.0,2015-04-13,2022-02-18,0.0469,0
233,92,Obligor_0092,76,Group_076,BR,EMEA,Manufacturing,Revolver,9,Watchlist,EUR,450000.0,8371.0,441629.0,254379.0,2017-09-19,2020-11-28,0.0624,0
234,190,Obligor_0190,55,Group_055,DE,APAC,Retail,Term_Loan,3,Investment_Grade,EUR,520000.0,273019.0,246981.0,285889.0,2024-12-17,2026-04-05,0.0399,0
235,191,Obligor_0191,40,Group_040,FR,APAC,Retail,Guarantee,6,Sub_IG,USD,180000.0,70612.0,109388.0,11093.0,2017-02-07,2022-08-29,0.0498,0
236,113,Obligor_0113,49,Group_049,CN,EMEA,Manufacturing,Term_Loan,3,Investment_Grade,EUR,290000.0,79386.0,210614.0,125900.0,2018-01-29,2020-01-03,0.0359,0
237,153,Obligor_0153,60,Group_060,IT,North America,TMT,Revolver,7,Sub_IG,GBP,340000.0,119855.0,220145.0,259498.0,2018-05-06,2023-09-10,0.0558,0
238,56,Obligor_0056,32,Group_032,BR,North America,Retail,Derivatives,2,Investment_Grade,USD,350000.0,217659.0,132341.0,0.0,2022-10-31,2026-07-05,0.032,0
239,161,Obligor_0161,16,Group_016,MX,North America,Real_Estate,Revolver,8,Watchlist,EUR,1090000.0,943644.0,146356.0,699487.0,2021-03-23,2027-06-20,0.0616,0
240,166,Obligor_0166,32,Group_032,BR,North America,Retail,Revolver,2,Investment_Grade,EUR,650000.0,430714.0,219286.0,520277.0,2023-03-10,2024-08-23,0.0351,0
241,117,Obligor_0117,46,Group_046,KZ,LATAM,Manufacturing,Derivatives,3,Investment_Grade,USD,200000.0,95740.0,104260.0,5768.0,2021-11-15,2024-05-24,0.0368,0
242,134,Obligor_0134,24,Group_024,IT,LATAM,Manufacturing,Revolver,6,Sub_IG,USD,530000.0,366326.0,163674.0,123132.0,2015-08-25,2019-02-14,0.0522,0
243,58,Obligor_0058,19,Group_019,UK,LATAM,TMT,Revolver,3,Investment_Grade,USD,630000.0,320155.0,309845.0,333545.0,2023-06-25,2024-10-06,0.038,0
244,44,Obligor_0044,23,Group_023,JP,EMEA,Retail,Term_Loan,4,Investment_Grade,USD,980000.0,451858.0,528142.0,174899.0,2018-02-18,2024-09-26,0.0416,0
245,173,Obligor_0173,22,Group_022,BR,North America,Utilities,Term_Loan,3,Investment_Grade,USD,1340000.0,494631.0,845369.0,993134.0,2025-11-25,2027-04-19,0.0366,0
246,160,Obligor_0160,8,Group_008,UK,North America,Transport,Derivatives,5,Sub_IG,USD,220000.0,54920.0,165080.0,146239.0,2021-12-28,2025-05-19,0.0422,0
247,173,Obligor_0173,22,Group_022,BR,North America,Utilities,Term_Loan,2,Investment_Grade,USD,250000.0,130504.0,119496.0,13440.0,2023-11-28,2025-09-21,0.0352,0
248,61,Obligor_0061,3,Group_003,FR,North America,Utilities,Term_Loan,1,Investment_Grade,USD,180000.0,113690.0,66310.0,38562.0,2025-05-10,2031-02-09,0.0267,0
249,47,Obligor_0047,7,Group_007,JP,North America,Transport,Revolver,3,Investment_Grade,GBP,380000.0,220657.0,159343.0,225134.0,2022-11-01,2025-08-07,0.0364,0
250,149,Obligor_0149,50,Group_050,MX,EMEA,Real_Estate,Guarantee,4,Investment_Grade,USD,610000.0,315252.0,294748.0,355426.0,2017-02-05,2019-11-04,0.0429,0
251,80,Obligor_0080,68,Group_068,IT,North America,Manufacturing,Term_Loan,2,Investment_Grade,GBP,880000.0,361549.0,518451.0,840057.0,2022-05-05,2025-06-26,0.033,0
252,118,Obligor_0118,6,Group_006,DE,LATAM,Utilities,Guarantee,3,Investment_Grade,USD,420000.0,303093.0,116907.0,75612.0,2024-11-23,2028-05-07,0.0383,0
253,164,Obligor_0164,15,Group_015,DE,LATAM,Transport,Term_Loan,3,Investment_Grade,USD,350000.0,117801.0,232199.0,267682.0,2024-04-09,2026-04-14,0.0356,0
254,147,Obligor_0147,42,Group_042,JP,APAC,Manufacturing,Term_Loan,1,Investment_Grade,USD,490000.0,370051.0,119949.0,84046.0,2017-09-17,2020-01-16,0.0293,0
255,20,Obligor_0020,70,Group_070,US,EMEA,TMT,Derivatives,4,Investment_Grade,USD,250000.0,99889.0,150111.0,131270.0,2025-08-04,2032-03-02,0.0423,0
256,185,Obligor_0185,60,Group_060,IT,North America,TMT,Derivatives,7,Sub_IG,USD,1910000.0,858570.0,1051430.0,1190094.0,2022-04-19,2027-01-08,0.0521,0
257,146,Obligor_0146,39,Group_039,KZ,North America,Transport,Derivatives,2,Investment_Grade,EUR,140000.0,42930.0,97070.0,0.0,2019-10-26,2021-05-04,0.0374,0
258,47,Obligor_0047,7,Group_007,JP,North America,Transport,Guarantee,4,Investment_Grade,USD,500000.0,249860.0,250140.0,313901.0,2021-05-09,2024-05-07,0.0407,0
259,49,Obligor_0049,60,Group_060,IT,North America,TMT,Revolver,5,Sub_IG,EUR,1820000.0,1447014.0,372986.0,1357979.0,2025-11-25,2029-07-08,0.0488,0
260,14,Obligor_0014,75,Group_075,KZ,North America,Real_Estate,Term_Loan,3,Investment_Grade,EUR,440000.0,309375.0,130625.0,296547.0,2021-03-29,2023-04-13,0.0377,0
261,143,Obligor_0143,9,Group_009,DE,APAC,Utilities,Term_Loan,5,Sub_IG,USD,390000.0,310317.0,79683.0,356201.0,2024-07-23,2027-09-28,0.0429,0
262,159,Obligor_0159,65,Group_065,FR,APAC,TMT,Term_Loan,3,Investment_Grade,USD,340000.0,239506.0,100494.0,218040.0,2022-09-16,2024-05-11,0.0357,0
263,1,Obligor_0001,2,Group_002,JP,LATAM,TMT,Guarantee,4,Investment_Grade,EUR,390000.0,147914.0,242086.0,103623.0,2024-08-14,2028-08-23,0.0424,0
264,117,Obligor_0117,46,Group_046,KZ,LATAM,Manufacturing,Derivatives,1,Investment_Grade,USD,1160000.0,619257.0,540743.0,823313.0,2016-05-10,2021-02-24,0.0321,0
265,54,Obligor_0054,69,Group_069,FR,LATAM,Energy,Revolver,5,Sub_IG,USD,90000.0,39956.0,50044.0,22636.0,2017-11-13,2023-01-18,0.0495,0
266,118,Obligor_0118,6,Group_006,DE,LATAM,Utilities,Guarantee,5,Sub_IG,GBP,1290000.0,1117288.0,172712.0,542580.0,2023-09-16,2029-04-09,0.0463,0
267,3,Obligor_0003,54,Group_054,JP,LATAM,Manufacturing,Derivatives,1,Investment_Grade,USD,160000.0,57703.0,102297.0,97271.0,2019-09-23,2020-10-28,0.0276,0
268,144,Obligor_0144,43,Group_043,FR,EMEA,Manufacturing,Guarantee,3,Investment_Grade,EUR,370000.0,288134.0,81866.0,189447.0,2021-12-24,2028-06-11,0.0386,0
269,185,Obligor_0185,60,Group_060,IT,North America,TMT,Revolver,9,Watchlist,GBP,330000.0,256935.0,73065.0,243468.0,2025-10-05,2030-08-30,0.0603,0
270,12,Obligor_0012,68,Group_068,IT,North America,Manufacturing,Derivatives,3,Investment_Grade,USD,670000.0,647169.0,22831.0,684853.0,2020-09-03,2025-10-02,0.0388,0
271,74,Obligor_0074,54,Group_054,JP,LATAM,Manufacturing,Guarantee,4,Investment_Grade,USD,140000.0,72529.0,67471.0,16192.0,2023-12-03,2028-04-09,0.0401,0
272,16,Obligor_0016,17,Group_017,DE,LATAM,Real_Estate,Revolver,7,Sub_IG,USD,610000.0,452903.0,157097.0,193929.0,2021-05-24,2027-12-06,0.0498,0
273,200,Obligor_0200,58,Group_058,CN,North America,Real_Estate,Term_Loan,5,Sub_IG,USD,1820000.0,1820000.0,0.0,871952.0,2025-02-16,2028-05-28,0.0486,0
274,102,Obligor_0102,21,Group_021,CN,EMEA,Energy,Revolver,4,Investment_Grade,USD,170000.0,81000.0,89000.0,48314.0,2015-12-04,2018-07-22,0.0415,0
275,152,Obligor_0152,13,Group_013,UK,APAC,TMT,Term_Loan,6,Sub_IG,EUR,510000.0,149426.0,360574.0,194347.0,2025-10-24,2028-09-22,0.0501,0
276,156,Obligor_0156,36,Group_036,US,North America,Transport,Guarantee,7,Sub_IG,USD,280000.0,62719.0,217281.0,166307.0,2020-04-21,2025-10-23,0.056,0
277,117,Obligor_0117,46,Group_046,KZ,LATAM,Manufacturing,Derivatives,4,Investment_Grade,USD,600000.0,445525.0,154475.0,336436.0,2023-07-06,2030-01-13,0.0458,0
278,8,Obligor_0008,44,Group_044,FR,LATAM,Real_Estate,Derivatives,4,Investment_Grade,GBP,450000.0,100516.0,349484.0,207825.0,2019-12-23,2022-03-07,0.0434,0
279,122,Obligor_0122,53,Group_053,BR,APAC,Real_Estate,Guarantee,3,Investment_Grade,EUR,280000.0,147150.0,132850.0,122341.0,2015-05-17,2021-06-19,0.0382,0
280,92,Obligor_0092,76,Group_076,BR,EMEA,Manufacturing,Derivatives,9,Watchlist,EUR,620000.0,426227.0,193773.0,213300.0,2021-12-30,2027-06-27,0.0629,1
281,164,Obligor_0164,15,Group_015,DE,LATAM,Transport,Derivatives,5,Sub_IG,USD,1560000.0,993775.0,566225.0,1171764.0,2021-03-24,2026-05-31,0.0454,0
282,90,Obligor_0090,33,Group_033,CN,LATAM,Retail,Term_Loan,1,Investment_Grade,EUR,390000.0,267185.0,122815.0,318180.0,2015-11-16,2019-11-14,0.0301,0
283,136,Obligor_0136,47,Group_047,IT,LATAM,TMT,Guarantee,7,Sub_IG,USD,730000.0,470454.0,259546.0,477934.0,2020-02-07,2022-08-27,0.0543,0
284,186,Obligor_0186,5,Group_005,UK,APAC,Retail,Revolver,4,Investment_Grade,USD,180000.0,154039.0,25961.0,20278.0,2017-07-04,2019-02-24,0.0404,0
285,60,Obligor_0060,80,Group_080,CN,LATAM,Real_Estate,Term_Loan,1,Investment_Grade,USD,230000.0,94193.0,135807.0,76923.0,2018-04-20,2022-11-14,0.03,0
286,178,Obligor_0178,42,Group_042,JP,APAC,Manufacturing,Guarantee,4,Investment_Grade,EUR,620000.0,288053.0,331947.0,278948.0,2020-03-12,2024-06-09,0.0427,0
287,28,Obligor_0028,20,Group_020,JP,APAC,Energy,Term_Loan,3,Investment_Grade,USD,1250000.0,556835.0,693165.0,206033.0,2020-11-03,2024-08-31,0.039,0
288,101,Obligor_0101,27,Group_027,JP,EMEA,TMT,Revolver,7,Sub_IG,USD,570000.0,436642.0,133358.0,239269.0,2024-09-08,2031-06-16,0.0549,0
289,41,Obligor_0041,11,Group_011,ES,APAC,Real_Estate,Revolver,2,Investment_Grade,USD,360000.0,280829.0,79171.0,146000.0,2017-07-14,2023-07-28,0.0313,0
290,192,Obligor_0192,52,Group_052,CN,EMEA,Retail,Guarantee,6,Sub_IG,USD,440000.0,303708.0,136292.0,295255.0,2020-10-01,2022-05-13,0.0525,0
291,155,Obligor_0155,57,Group_057,CN,LATAM,Manufacturing,Revolver,4,Investment_Grade,EUR,180000.0,150606.0,29394.0,49577.0,2022-12-17,2029-01-01,0.0443,0
292,191,Obligor_0191,40,Group_040,FR,APAC,Retail,Term_Loan,1,Investment_Grade,EUR,680000.0,247786.0,432214.0,469761.0,2022-12-24,2025-07-27,0.0298,0
293,145,Obligor_0145,48,Group_048,MX,APAC,Utilities,Revolver,9,Watchlist,EUR,820000.0,765425.0,54575.0,131740.0,2018-06-12,2019-11-27,0.0629,0
294,161,Obligor_0161,16,Group_016,MX,North America,Real_Estate,Term_Loan,4,Investment_Grade,USD,320000.0,289487.0,30513.0,62573.0,2020-06-05,2025-06-09,0.0416,0
295,157,Obligor_0157,45,Group_045,US,LATAM,Retail,Term_Loan,3,Investment_Grade,USD,320000.0,239080.0,80920.0,97651.0,2025-07-17,2026-07-30,0.0395,0
296,141,Obligor_0141,17,Group_017,DE,LATAM,Real_Estate,Revolver,4,Investment_Grade,USD,530000.0,506871.0,23129.0,218343.0,2025-08-06,2030-07-19,0.0404,0
297,46,Obligor_0046,42,Group_042,JP,APAC,Manufacturing,Guarantee,7,Sub_IG,USD,330000.0,88663.0,241337.0,0.0,2016-03-08,2022-04-21,0.0567,0
298,35,Obligor_0035,71,Group_071,IT,EMEA,TMT,Derivatives,3,Investment_Grade,USD,420000.0,207946.0,212054.0,216226.0,2024-10-07,2029-12-28,0.0394,0
299,134,Obligor_0134,24,Group_024,IT,LATAM,Manufacturing,Revolver,2,Investment_Grade,EUR,1920000.0,869643.0,1050357.0,1588484.0,2017-09-25,2023-05-11,0.0355,0
300,82,Obligor_0082,14,Group_014,ES,APAC,Utilities,Term_Loan,2,Investment_Grade,USD,370000.0,275389.0,94611.0,208242.0,2020-11-17,2026-03-07,0.0338,0
301,115,Obligor_0115,44,Group_044,FR,LATAM,Real_Estate,Term_Loan,3,Investment_Grade,USD,340000.0,132590.0,207410.0,118093.0,2017-09-16,2021-08-02,0.0352,0
302,197,Obligor_0197,17,Group_017,DE,LATAM,Real_Estate,Revolver,6,Sub_IG,USD,280000.0,210420.0,69580.0,36079.0,2016-08-21,2022-05-18,0.0518,0
303,47,Obligor_0047,7,Group_007,JP,North America,Transport,Guarantee,4,Investment_Grade,USD,740000.0,646839.0,93161.0,0.0,2021-09-16,2023-12-05,0.0392,0
